OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM
GANXSKPMYDRRFI-UHFFFAOYSA-N,NC1=NC2=C(CN(C(=O)NC3CCC3)C2)C(C2=C(Cl)C=C(Cl)C=C2OCCC2=CC=CC=N2)=N1,2.1288837020997735,134.55,,,,
ORMHNVLLLLNTLA-RPWUZVMVSA-N,O=C(O)[C@@H]1C2=CC=CC=C2C(=O)N(CC2CC2)[C@H]1C1=CC=C(OC2=CC=CC=C2)C=C1,,,-0.9208187539523752,0.12,,
NMEMPMNASHVNKZ-UHFFFAOYSA-N,COC1=CC(OC)=C2N=NC3=C(C(C4CC4)=NN3C)C2=C1,0.670245853074124,4.68,1.1583624920952498,14.4,,
PTUHOXYRKSITBU-UHFFFAOYSA-N,NC(=O)C1=C(OC2CCC3=CC=CC=C32)C=C(N2CCOCC2)S1,,,,,0.7388598020722001,5.480999999999999
OMQQYBUSHGNDBS-UHFFFAOYSA-N,C=CC(=O)N(C)CCOC1=CN=CC=C1C1=CC=C(CN2CCN(C(C)C)CC2=O)C(C)=C1,2.130333768495006,135.0,3.093421685162235,1240.0,,
XCDKZFHLPMVUHY-UHFFFAOYSA-N,COC(=O)C1=CC=C(NC(=O)C2CCN(S(=O)(=O)C3=CC=C(C)C=C3C)CC2)C=C1,2.531478917042255,340.0,,,,
HTPDWACPZMDRRQ-UHFFFAOYSA-N,CC(C)(O)CN1C=C(C2=CN=C3N=NN(CC4=CC=C5N=CC=CC5=C4)C3=N2)C=N1,1.6479694583629718,44.46,,,,
NPVDJBUFURMNKA-NUHJPDEHSA-N,CC(=O)C(C#N)C(=O)NC1=CC(O[C@@H](C)C(F)(F)F)=C(C(=O)NC2=C(F)C=CC=C2F)C=C1F,0.1139433523068367,1.3,1.462397997898956,29.0,1.0413926851582251,11.0
WJEXBKFHMCCLBX-UHFFFAOYSA-N,CC1=CC=C(NC(=O)C2CCN(C3=NC=CC=C3Cl)CC2)C=C1Cl,,,1.9084850188786495,81.0,,
PXJBFBGTYKFNJJ-UYAOXDASSA-N,CC[C@@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(CC2=C(C)OC(N3CCOCC3)=N2)C1,2.220474206129218,166.14,,,,
SHKKFEWDVRVDFL-UHFFFAOYSA-N,O=C1NC2=CC=CC=C2N1C1CCN(C2CCOCC2)CC1,-0.2328441339178195,0.585,,,,
SJDLSGMOAPOMGA-UHFFFAOYSA-N,CC1=C(Cl)C2=NC(C(F)(F)F)=C(C#N)C(N3CCC(N)(C(N)=O)CC3)=C2N1,,,1.4593924877592308,28.8,,
LRIWJFVDBQRHIK-UHFFFAOYSA-N,CNC(=O)C1=CN=C(NC2=CC=NC(N3CCC(O)CC3)=N2)C=C1NC(C)C,0.670245853074124,4.68,,,,
CAXOWROVDBCIRL-NDEPHWFRSA-N,CC1=NC=NC(C)=C1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCOCC4)C[C@H]3C3=CC=CC=C3)CC2)CC1,0.9712758487381052,9.36,,,,
QXMPWAOORBXKOQ-NBGIEHNGSA-N,CNC(=O)NC1=CC=C2C(=C1)CC[C@@]21OC(=O)N(CC(=O)N2CC3=CC=C(F)C=C3CC[C@H]2C(F)(F)F)C1=O,2.2750117377780112,188.37,2.230244499401375,169.92,2.6180376316587326,414.99
BIWJKJXYGNNLAQ-SZPZYZBQSA-N,C[C@@H]1CN(CC2=CC=C(C3=CC=CN=C3C(=O)N3CCC(NC4=CC=CC(F)=C4)CC3)C=C2)C[C@H](C)N1,0.7116385382323491,5.148000000000001,1.0681858617461617,11.7,,
KAEOYJPYGWYJDV-UHFFFAOYSA-N,COC1=CC=C(N2C(C)=NN=C2C2CCN(C3=CC=CC=N3)CC2)C=C1,1.1095785469043866,12.87,,,,
ATBPUXQNMPYSAT-UHFFFAOYSA-N,CCC(C)(NC(=O)C1=CC(F)=CC2=C1OC(C1=CC=C(Cl)C=C1)=C2)C(=O)O,1.5733358400660675,37.44,,,2.084093460228235,121.365
MQUBOVHAWNJYNE-UHFFFAOYSA-N,CC1=CC(NC(=O)C2=C(NC3=CN=CN=C3)SC(C)=N2)=CC=N1,,,-1.596879478824182,0.0253,,
COJUCQAWOGIMSE-PMACEKPBSA-N,O=C(C1CCN(CC(F)(F)F)CC1)N1CC2=CC(F)=CN=C2NC2=CC=C(N3C[C@@H]4C[C@H]3CO4)C=C21,1.5185139398778875,33.0,,,,
WWRKLZVAEXLOPU-PLQXJYEYSA-N,CC(C)NC(=O)[C@H]1CC[C@@H](N2C(NC(=O)C3=CC=CC=C3)=NC3=CC=C(CN4CCCCC4)C=C32)CC1,2.3756818996593747,237.51,2.8452221064290137,700.2,,
HEESFEOUXIPQIB-UHFFFAOYSA-N,CC1CCC(NC(=O)C2=CC3=CC=C(Cl)C(Cl)=C3N2)CC1,,,,,3.0812824828944065,1205.82
ZXDZWWNBSQEKTQ-CQSZACIVSA-N,C[C@@H]1CN(C2=C(C3=NC4=CC=CC=C4N3)N=C(C(F)(F)F)S2)CCN1C(=O)CN1C=NC2=CC=CN=C21,2.0175758683910745,104.13,1.9715170564543325,93.652,2.308819366674897,203.6195
BEFPFKHAAQYCJY-JOCHJYFZSA-N,COC1=CC=C(CC(=O)N=C(N)N[C@H](CC2=CC=CC=C2F)C(=O)NC2=CC(S(N)(=O)=O)=CC=C2C)C=C1OC,2.3011819721383153,200.07,,,2.765918034806236,583.335
HXPHDFPROQRYEG-CQSZACIVSA-N,C[C@@H]1CCCN1CCCOC1=CC=C2C(=C1)C=C1C(=O)NCCN12,,,1.823474229170301,66.6,,
PNPJJWIOGKXQIV-UHFFFAOYSA-N,CCCOC1=CC=CC=C1NC(=O)C1=CC=CC=C1NS(=O)(=O)C1CC1,2.0629578340845103,115.6,,,3.689184503432863,4888.6
JQIPLDGFVIMFCY-UHFFFAOYSA-N,O=C(NCCCCC1=CC=CC=C1)C1=CC=CC(C2SCC(=O)N2C2=CC=CC=N2)=C1,2.683083077779296,482.04,3.4261207087466152,2667.6,3.4016176337537742,2521.26
OZOIMHBDGJFSOJ-NHYWBVRUSA-N,C=CCN(C(=O)[C@@]1(C2=CC=CS2)C[C@H]1CN)C1CC1,0.6989700043360189,5.0,1.7993405494535817,63.0,,
ISFPFYFKBDGMRO-UHFFFAOYSA-N,CCCOC(=O)C1(C2=NN3C(C4=CC=C5C(=O)OCC5=C4)=CC=C(OC)C3=N2)CC1,2.143014800254095,139.0,,,,
MDHXNDICWFLLQE-FGTMMUONSA-N,NC(=O)[C@H]1[C@@H](C2=CC=CC=C2)CCN1C(=O)[C@@H](N)CC1=CC=CC=C1,0.948999454026953,8.892,,,,
GCWIQUVXWZWCLE-INIZCTEOSA-N,CC1=NOC2=C1C1=CC=CC=C1C(C1=CC=C(Cl)C=C1)=N[C@H]2CC(N)=O,1.0,10.0,1.3222192947339193,21.0,1.4771212547196624,30.0
AFCZNGCBBGMPEY-VNQOPHBASA-N,O=C1S/C(=C\C2=CC=CC=C2)C(=O)N1CC1=CN(CCNC2=CC(/C=C/C3=CC=NC=C3)=NC3=CC=C(Cl)C=C23)N=N1,,,,,2.659690964261084,456.76305
VNTPCWOWTJRXIO-MZNJEOGPSA-N,C[C@@H](NC(=O)[C@H]1CCCN1)C1=CC=C(NC2=NC=C3C=C(C4=CC=NC=C4)C=CC3=N2)C=C1,1.7924617313469506,62.01,,,,
NSBIALIUYQEBEH-UHFFFAOYSA-N,CC1=CC=C(CN2CCC(OC3=NC=NC4=C3C=CN4CC3=CC=CC=C3)CC2)N=C1,2.553907288227742,358.02,,,,
VTNCVEJDIUFDQY-UHFFFAOYSA-N,CCC(=O)NCCC1CCC2=CC=C3N=C(C)SC3=C21,1.6809697184658972,47.97,2.833911715071378,682.2,,
DAWSINFMEXSXDH-UHFFFAOYSA-N,CCC(C(=O)NC1=CC=C(Cl)C=C1)N1CCC2(CCOC3=CC(C(F)(F)F)=CC=C32)CC1,1.410608542568368,25.74,,,2.1837963734204613,152.685
RQKXQCSEZPQBNZ-QSBCOWLBSA-N,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1C1=CC=CC=C1)C1=CC=CC(Br)=C1,1.0224283711854865,10.53,1.823474229170301,66.6,,
ACRHHDXGVDIGOK-GASCZTMLSA-N,CC1=CC(C(F)(F)F)=C2C=CC=C(OCC3=C(Cl)C=CC(S(=O)(=O)N4C[C@@H](C)O[C@@H](C)C4)=C3Cl)C2=N1,2.500606922065987,316.67,,,2.9700352255680658,933.33
XCVGLTJOZNDLTA-UHFFFAOYSA-N,COC1=CC(C(=O)C2=NC(C3=CC=C(C)C=C3)=CC=C2F)=CC(OC)=C1OC,2.1251558295805304,133.4,,,2.4358443659844413,272.8
VBQZDFZOXISAAK-UMHCODORSA-N,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@@H](N3C=NC4=CC=CN=C43)C[C@@H]21,1.2041199826559248,16.0,,,,
FRFTWFWYLIBTEB-GORDUTHDSA-N,COC1=CC=C(C(=O)NCC(O)CO)C=C1/C=C/C1=CC=C(Cl)C=C1,,,,,1.5927317663939622,39.15
XVTOOBAAWYZXFO-IBGZPJMESA-N,CN(C)[C@H]1CCN(C2=CC=C(N3N=CC4=C([Se]C(C5=CC=C(C(F)(F)F)C=C5)=C4)C3=O)C=N2)C1,1.4313637641589874,27.0,,,,
GHYIOUMBYNIERQ-UHFFFAOYSA-N,O=S(=O)(NC1=CC(C2=CC=C3N=CC=C(N4CCN(CC5=CC=NC=C5)CC4)C3=C2)=CN=C1Cl)C1=CC=C(F)C=C1,2.4608828150058275,288.99,,,,
BSVSZERUDCKTME-UHFFFAOYSA-N,CC(C)(C)NS(=O)(=O)C1=CC=CC(NC(=O)C2=CC=C(NS(C)(=O)=O)C=C2N2CCC3(CC2)CC3)=C1,1.965812953036603,92.43,,,2.501216785272612,317.115
PBCXCIIXLDABDM-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C1=CSC(C2=CC=CN=C2)=N1,2.545307116465824,351.0,,,,
RBNYBLHXBHWSCZ-JOYOIKCWSA-N,O=C(NC1=CC=NC(NC(=O)[C@H]2C[C@H]2F)=C1)C1=C(Cl)C=CC=C1Cl,1.0413926851582251,11.0,1.3222192947339193,21.0,1.740362689494244,55.0
CGTVBSFHAMSCIG-UHFFFAOYSA-N,COC1=CC=C(C2=C3C=C(NCC4=CC=CC=C4NS(C)(=O)=O)C=CC3=NN2)C=N1,2.5550944485783194,359.0,,,,
BGYJFSXPRMOZJK-CCEZHUSRSA-N,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1C1=CC=CC=C1/C=C/C(=O)OC(C)(C)C,2.06469753390034,116.064,,,,
YZTFAKZIZSRZNJ-UHFFFAOYSA-N,CCC1=C2N=NC=C(C3=CC=C(F)C(C4=CC=C(S(=O)(=O)CC)C=C4)=C3)N2N=C1,1.5866998016240492,38.61,,,,
PFEVMYPNBURSRS-UHFFFAOYSA-N,C1=CN2C=C(C3=CC=C4C=CNC4=C3)N=C(NC3=CC=C(N4CCN(C5COC5)CC4)C=C3)C2=N1,0.7132384615456617,5.167,,,,
OHCHSHBZTNEQGO-CQSZACIVSA-N,CCOC1=NC=C(C2=C(N3CCN(C(=O)CN4N=CC5=CC=CN=C54)[C@H](C)C3)SC(C(F)(F)F)=N2)C=N1,1.6809697184658972,47.97,,,,
QGENUQPGMVSOMC-XMMPIXPASA-N,CC1=CC=C(S(=O)(=O)N(C)C)C=C1NC(=O)[C@@H](CC1CCCCC1)N=C(N)NC(=O)CC1=CC=CC(C(F)(F)F)=C1,2.4447628188026735,278.46,,,3.0240955305529496,1057.05
IYTYHTGEWDKBRN-UHFFFAOYSA-N,O=C(NCC1=CC=C(S(=O)(=O)C2=CC(F)=CC(F)=C2)C=C1)N1CC2=CC=NC=C2C1,0.9030899869919436,8.0,,,,
PIQMJKKBIXUIDS-ICSRJNTNSA-N,COCCN1CC[C@H](NC(=O)C2=NOC(C3=CC=C(F)C=C3F)=C2)[C@@H](C(=O)NC2(C3=NC=CC=N3)CC2)C1,1.390405156480081,24.57,,,,
POKLFLYOUOPFHQ-MHZLTWQESA-N,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)C3=C(C)C=CN=C3C)CC1)CC2,1.5866998016240492,38.61,,,,
ZTJQDVXGJTWIGK-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=CC=C1CNC1=CC=C2NN=C(C3=CC=C(N4CCNCC4)N=C3)C2=C1,1.841984804590114,69.5,,,,
GHDIYQHGVKVLJX-RTBURBONSA-N,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(C3=CC=C(F)C=C3)CC2)CC1,1.0319736890917168,10.763999999999998,,,,
PYCNZTVHCBCNPY-UHFFFAOYSA-N,CC1=CC=C2C(=C1)C(C1=CC=NC3=C(C)C=CC=C13)=C(C)N2CC(=O)O,0.7671558660821804,5.85,,,,
VMVOHHPQIAPYHG-NRFANRHFSA-N,O=C(CF)CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC2=CC=CC=C12,1.1430148002540952,13.9,,,1.845098040014257,70.0
DYNFVAGQQVHYSC-UHFFFAOYSA-N,CC(C)N1C=NN=C1C1=CC=CC(NC(=O)C2=CC=CC=C2)=N1,,,1.414973347970818,26.0,,
BGZOPOSMXOHSIV-AUWDFWQESA-N,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@@H](N3C=NC4=CC=C(F)C(F)=C43)C[C@@H]21,1.255272505103306,18.0,,,,
YJGFOPGAFBGHRI-UHFFFAOYSA-N,CC1=NC2=NC=NN2C(NC2=CC=C(C(C)(C)C)C=C2)=C1,1.701654317325748,50.31,,,,
WEDVTPXSTREZFI-UHFFFAOYSA-N,C=CC(=O)N(C)CCOC1=CN=CC=C1C1=CC=C(CN2CCN(CCC)CC2=O)C(C)=C1,2.456366033129043,286.0,3.187520720836463,1540.0,,
IHFDPIMIBYRHLQ-UHFFFAOYSA-N,COC1=C(C2=CC=C(C3CC3)C=C2)N(C2=CC=C(Cl)C=C2Cl)N=C1C(=O)NN1CCCCC1,-0.1536628878701947,0.702,,,1.6571897556208808,45.414
UVAFTSLABQOVGX-NRFANRHFSA-N,CNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(Cl)C(COC2=CC=CC3=C(C4=CN=CN4C)C=C(C)N=C23)=C1Cl,1.52283531366053,33.33,,,2.066959197867122,116.67
ODSOYVBTFLGOHM-UHFFFAOYSA-N,CCC(SC1=NC(C2=CC=C(Cl)C=C2)=C(C#N)C(=O)N1)C(=O)NC1=CC=C(S(N)(=O)=O)C=C1,0.4471580313422192,2.8,,,,
HAPYRYHOWNOKDB-UHFFFAOYSA-N,COCCN(C)CC1=CSC(C2=CN(CC3CCOCC3)C3=C(Cl)C=CC=C23)=N1,2.0459094670350093,111.15,2.3005954838899636,199.8,,
LPENTUWRJDWCMV-UHFFFAOYSA-N,COC1=CC=CC(C2=NC3=CC=C(C4=CC=CC(CN(C)C)=C4)C=C3C(=O)N2CC(=O)NC(C)C)=C1,1.7213983755215052,52.65,,,,
HEACMNRMWPGIPI-UHFFFAOYSA-N,ClC1=CC(C2=NN=C(CSC3=NN=C(C4=CC=NC=C4)N3C3CC3)O2)=CC=N1,0.9712758487381052,9.36,,,,
VHWBXEUHUQDHDH-UHFFFAOYSA-N,OC1=CC=CC(C2=CC=C3C=C(O)C=CC3=C2)=C1,,,2.819820216859254,660.42,,
PONHWNWKAWWTKO-QLPKVWCKSA-N,O=C1N=C(N2C[C@@H]3[C@H](C2)[C@H]3NCC2CCCCC2)SC2=C([N+](=O)[O-])C=C(C(F)(F)F)C=C12,1.024834440951365,10.588500000000002,,,1.6180376316587324,41.499
CAYJBRBGZBCZKO-BHGBQCOSSA-N,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1,2.088174021337447,122.5107,,,,
NAXMPDJKRUSHCA-UHFFFAOYSA-N,COC1=CC(OC)=C(F)C(N2CC3=CN=C4NN=CC4=C3N(C)C2=O)=C1F,0.9208013818256542,8.333,,,,
KAPAQIUVYZBYAT-UHFFFAOYSA-N,CCNC1=CC(F)=CC2=C1NC1=NC=C(C3=CN=C(OCC(C)(C)C(=O)O)N=C3)C(N3C=CC(C(F)(F)F)=N3)=C12,,,,,1.6384892569546374,43.5
VWYCAAXGZQWQTI-FKJINMBBSA-N,CCCC[C@H]1C(=O)N(C)[C@@H](CCC)C(=O)N[C@@H](C2CCCCC2)C(=O)N[C@@H](CN)C(=O)N[C@@H](CO[C@H]2C[C@H](N)C2)C(=O)N[C@H](C)CN1CCCC,,,,,1.505149978319906,32.0
LVZZXYFHYKVXDF-NRFANRHFSA-N,CN1CC[C@@](O)(C#CC2=CC=CC(C3=C4C=CC=CN4C(C(N)=O)=N3)=C2)C1=O,1.1139433523068367,13.0,,,,
XERVLTBNYNVBBI-UHFFFAOYSA-N,CC1(C2=CC=C(C#N)C=C2)NC(=O)N(CC(=O)C2=CC=C(F)C=C2F)C1=O,-0.2416180582253246,0.5733,,,1.1392744298720932,13.7808
POFCZXSWSQJBSJ-SFHVURJKSA-N,COC1=CC(C(=O)NS(C)(=O)=O)=CC=C1C1=CN=C(N2CCC[C@H]2C(C)C)C(Cl)=C1,2.6536465912546623,450.45,1.8573324964312683,72.0,,
INVRWIZGQPIKEM-UHFFFAOYSA-N,ON=C(O)C(C1=CC=C(C2=CN=CN=C2)C=C1)C1=CC=CC=C1F,,,,,1.8573324964312683,72.0
XTRSYWCVDLOODD-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)N1CC=C(C2=CC3=NC=CC=C3N2)CC1,,,,,3.097386606747079,1251.3725
QUSWVDBCVVQVDS-UHFFFAOYSA-N,CN1C(Cl)=C2CC(C)(C)CCC2=C1C(=O)NCC1=CC=CN=C1OCC(F)(F)F,,,2.8785217955012063,756.0,,
IJDURAWPESRNLL-UHFFFAOYSA-N,CN1C=C(S(N)(=O)=O)N=C1C1=C2C(=O)N(C)C(=O)N(CC3CC3)C2=NN1CC1=CNC2=CC=C(Cl)C=C12,1.816373888752362,65.52,,,,
GHICRWADWFXKES-FQEVSTJZSA-N,CC(C)=CCN1C(N2CCC[C@H](N)C2)=C(C#N)C2=C1C(=O)N(CC1=CC=NC3=CC=CC=C13)C=N2,,,1.7201593034059568,52.5,,
JNJMDCMRJOXGIQ-UHFFFAOYSA-N,OC1=CC=C(C2=CC=C(CNCCC3=CNC4=CC=CC=C34)O2)C=C1,,,2.601038198217794,399.06,,
GWHDPZFFJIQQTA-UHFFFAOYSA-N,CC1=CC=C(OC2=NC=CC=C2/C(=N/O)NC2CCCCC2)C=C1,,,,,2.9812059740249115,957.64815
RJTVHYMNUOKZQZ-WHZJULEDSA-N,COC1=CC=C(CC2=CC([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)=CC=C2Cl)C=C1,1.0319736890917168,10.763999999999998,,,,
AXAYUDSEZWBHKO-MHZLTWQESA-N,CC1=C(C2=CC=CN=C2)[C@H](C2=CC=C(OCCN3CC(CF)C3)C=C2)OC2=CC=C(O)C=C12,1.2787536009528289,19.0,1.662757831681574,46.0,,
FYXZLQCYLSAVJI-OCAPTIKFSA-N,FC(F)(F)C1=NC=CC(N[C@H]2C[C@@H](NC3=NN4C(Cl)=NN=C4C=C3)C2)=N1,0.907034952483417,8.073,,,,
RGZUYPIISREBSF-UHFFFAOYSA-N,O=C(C1CC1)N1CCN(CC2=NC3=CC=CC=C3N2CC2=CC=CC(C(F)(F)F)=C2)CC1,-0.914780798955058,0.12168,,,,
NMGPJZFKRNRWDG-UHFFFAOYSA-N,O=C1C=CC(C2=CC3=NNC=C3C=C2)=CN1CC1=CC=CC=C1F,,,,,2.9836668734973415,963.09
VEBYKOHUNKYAFN-BGBRNYFRSA-N,CC/C(=C\C1=CC=CC=C1)[C@@H]1C[C@H]1NC1CC2(C1)CN(C(C)=O)C2,1.3234583668494675,21.06,1.9365137424788936,86.4,2.4735453586747536,297.54
IVCDLEPSSXYVTN-UHFFFAOYSA-N,CN1C=C(CN2CCC3(CCN(C4=NC=C(C(O)=NO)C=N4)CC3)C2)C2=CC=CN=C21,,,,,1.5195655008805091,33.08
NEXHJZYPAYGJGS-GRKNLSHJSA-N,COC1=CC2=CC=C(Br)C=C2C=C1[C@@H](C1=CC=CN=C1OC)[C@@](O)(CCN(C)C)C1=CC=CC2=C1OC=C2,1.3692158574101427,23.4,,,,
QGBDMEZICQOUAA-UHFFFAOYSA-N,O=C(CCCN1CCCCCC1)NC1=NN=C(C2=CC=C(F)C=C2)S1,1.6592504687726608,45.63,,,,
UMNVNHUOVNNHPM-UHFFFAOYSA-N,COC1=CC=C(NC2=NC=C(N3CCOCC3)C=C2C2=NC(C)=NC(N)=N2)C=N1,,,2.0813473078041325,120.6,,
PEIDTOAIWXQRBC-CQSZACIVSA-N,C1=CC=C([C@@H]2CC3=NC=CN3C2)C(C2=CC=NC=C2)=C1,1.2986347831244356,19.89,,,,
ZTQJAXODDVWNCC-SFHVURJKSA-N,N#CC1=CC=C(C(=O)N[C@@H](C2=CC=C(C(F)(F)F)C=C2)C2=NC=CC=C2C(F)(F)F)C=C1,1.3469394626989906,22.23,1.577491799837225,37.8,,
RSCGCASVQAVELN-UHFFFAOYSA-N,O=C(O)CN1CCN(C2=NC=C(C3=CC=C4C(NC5=CN=CC=N5)=CC=NC4=C3)C=N2)CC1,1.7924617313469506,62.01,,,,
DIKNQMIECYMTBP-CIEDQVTBSA-N,O=C1O[C@]2(CC[C@H](CNC3=NC(C4=CC=CC=N4)=CS3)CC2)CN1C1=CC=CC=N1,0.670245853074124,4.68,0.7466341989375788,5.58,,
LMYLJJVBZNQYJN-UHFFFAOYSA-N,NC(=O)CN1CCN(CC2=NC(C3=CN(CC4CCOCC4)C4=C(Cl)C=CC=C34)=NS2)CC1,1.4299136977637543,26.91,1.6170003411208989,41.4,,
BZGBZZBHAWSBOL-UHFFFAOYSA-N,CCCC1=CC=C(C(NC(=O)C2=CC=C(C(F)(F)F)NC2=O)C2=CC=CC=C2)C=C1,2.1685564068637246,147.42,,,,
GQINRUWVBHJYMR-FNVCAUGXSA-N,C[C@H](NC(=O)C1=CC=C(C#N)C=C1)C1=CC=C(NC(=O)[C@H]2C[C@@H]2C2=CC=CN=C2)C=C1,,,,,2.3170076359947513,207.495
KOQVSAGLGZWLGS-FQEVSTJZSA-N,CC1=CC(NC2=NNC(C)=C2)=NC(N2CCC3(CCCN([C@@H](C)C4=CC=C(N5C=C(F)C=N5)N=C4)C3=O)CC2)=N1,1.561101383649056,36.4,,,2.1903316981702914,155.0
AITZPAZXUJQGAT-QAQDUYKDSA-N,CC1=NOC(CC[C@H]2CC[C@H](C3=CC=C(N4CCOC5=NC=NC(N)=C5C4=O)C=C3)CC2)=N1,1.9138138523837167,82.0,,,,
ZDZZHGWPDPCPMZ-UHFFFAOYSA-N,CCC(=O)N(CC1(N2CCN(CCOCC(C)C)CC2)CCOCC1)C1=CC=CC(C(F)(F)F)=N1,2.1531194366828776,142.272,,,,
PQQCTGCORSXHEE-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)NC1CCN(C2=NC=NC3=C2N=C(C2=CC=CC=C2Cl)N3C2=CC=C(Cl)C=C2)CC1,1.1095785469043866,12.87,,,,
LVDIBXLQOSELNY-UHFFFAOYSA-N,O=C1NCCC12CCN(C1=C(Cl)C=NC=C1C1=CC=C(N3CCNCC3)C=C1)CC2,,,,,-1.6777807052660807,0.021
GJSKIXCETHIGQQ-JYVXZMADSA-N,COC1=CC=CC(/C=C2\SC(=O)NC2=O)=C1N1CCC[C@@H](N)C1,,,0.8463371121298052,7.02,,
BUUVBFWYVFIYPE-SPHVMLLUSA-N,CN1C[C@H](C(=O)NC2=CC=C(F)C(Cl)=C2)[C@@H](C2=CC=C(/C=C/C(=O)NC3=CC=CC=C3N)C=C2)C1,1.1760912590556811,15.0,,,1.5314789170422551,34.0
ACMHTBZGSZSJCZ-UHFFFAOYSA-N,CC1CCN(CC2=CC=C3N=C(NC(=O)NN=C(C4=CC=CC=N4)C4=CC=CC=N4)SC3=C2)CC1,1.3422252293607904,21.99,1.5265977091034522,33.62,2.513790065019759,326.43
YSFIKYDQTQWEIH-UHFFFAOYSA-N,CC1=CC(F)=CC(C)=C1OC1=CC=C(C(C)(C)O)C=C1C1=CN(C)C(=O)C2=C1C=C(C(=O)NC(C)(C)C)N2,3.335792770068036,2166.67,3.161368002234975,1450.0,3.9378522602874626,8666.67
KEXNTDQOVSKRJI-UHFFFAOYSA-N,O=C(NC1=CC=NN=C1)C1=CC(N2CCC(CO)CC2)=CC=C1OCC1=CC=CC=C1,0.0681858617461616,1.17,,,,
SSUQKWCRLANIRC-GQCTYLIASA-N,CC1=NN(CC2=CC(Cl)=CC=C2/C=C/C(=O)N2CCN(CC3=COC(C)=N3)CC2)N=N1,,,2.1126050015345745,129.6,,
HQHSNFWEOHFSRF-KRWDZBQOSA-N,CC1=CC=C(C2=N[C@@H](CC(N)=O)C3=C(C4=CC=CC=C24)C(C)=NO3)C=C1,1.0413926851582251,11.0,1.6901960800285136,49.0,1.8920946026904804,78.0
ZYLWPLCMORTKOJ-UHFFFAOYSA-N,C=C(F)C(=O)NC1=CC2=C(NC3=CC=C(OC4=CC5=NN=CN5C=N4)C(C)=C3)N=CN=C2C=C1OCC,1.670245853074124,46.8,,,,
RQDDWMKILMSXBN-ZDUSSCGKSA-N,CCC(=O)N1CC[C@H](NC2=NC=NC3=C2C=C(C2=CN=C(OC)C(OC)=C2)S3)C1,,,,,1.7806053058389697,60.34
OLPYULLNILMXSL-UHFFFAOYSA-N,CC1(C)CC2=C(SC(N3CCOC4=CC=C(C5=CC=C(N6CCNCC6)N=N5)C=C43)=N2)C(=O)N1,,,,,,
IGSZVEPQZANNAB-UHFFFAOYSA-N,CC1=CC=C(C(C)(O)C2=NC3=CC=CC=C3S2)C(C)=C1,2.665881047671674,463.32,,,,
