OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM
PFOKFYVSVUWORI-UHFFFAOYSA-N,N#CC1=C2N=CC(C3=CC=C(NCCN4CCCCC4)C=C3)=CN2N=C1,0.041392685158225,1.1,,,1.3692158574101427,23.4
AFKUDAVYAVGLTJ-UHFFFAOYSA-N,C1=NC=C(C2=CC=NC(NC3=CC=C(CN4CCOCC4)C=C3)=N2)C=N1,1.678518379040114,47.7,,,3.04867481499223,1118.6
ILXQICKSVAOSOA-CYBMUJFWSA-N,COC1=CC=C2C3=CC(OC[C@@H]4CCCN(C)C4)=NN=C3N(C)C2=C1,0.5440680443502757,3.5,,,2.1245042248342823,133.2
NCOALOWPMXOMJA-UHFFFAOYSA-N,CN1C=CC2=C(NC3=CC(OCCN4CCNCC4)=CC=C32)C1=O,-0.0457574905606751,0.9,,,0.9912260756924948,9.8
NXJAIMYICPUVFK-UHFFFAOYSA-N,CC1=CC(C2=CC=C3C=CN=CC3=C2)=CC=C1OCCN1CCOCC1,1.4927603890268375,31.1,,,2.976670880624811,947.7
GQRNUGCTBPZTIU-UHFFFAOYSA-N,COCCN(C)C(=O)C1=CC=C(C2=CC3=CN=CC=C3C(C)=C2N)C=C1,1.649334858712142,44.6,,,2.8228869478341507,665.1
VMJAMLYTFUWTBW-DBWKPXFBSA-N,FC(F)(F)C1=CN=CC(O[C@@H]2[C@@H]3CC[C@H]2CN(CC2=C4N=CC=CC4=NN2)C3)=C1,2.8120438979302267,648.7,,,3.4386689006867375,2745.8
MXPDIPXBMMNLGB-HNNXBMFYSA-N,COCCCN[C@@H](C)COC1=CN(C2=CC=C3C=CN=CC3=C2)N=C1,1.271841606536499,18.7,,,3.2480468693586615,1770.3
CHGVXGVUXOFMDW-UHFFFAOYSA-N,CN1C2=CC=C(OCCN3CCOCC3)C=C2C2=NC3=CN=CC=C3N=C21,1.3010299956639813,20.0,,,3.0514612443241833,1125.8
LSTWRVFOWGYVSF-UHFFFAOYSA-N,CN1C=C(Cl)C2=C(NC3=CC(OC4CCN(C5COC5)CC4)=CC=C32)C1=O,1.0791812460476249,12.0,,,2.7786576319473553,600.7
WFZULBYSAFFDEE-QGZVFWFLSA-N,COCCCN(C)[C@H](C)COC1=CC=C(C2=CC3=CN=CC=C3C(C)=C2N)C=C1,1.7201593034059568,52.5,,,2.248218561190075,177.1
SEEQPOJYUMOHSG-UHFFFAOYSA-N,COCC1CN(CC2=CC=C(N3CCN(C(=O)C4=CN(C)C5=NC=CN=C45)CC3)C=C2)C1,0.0,1.0,,,0.8864907251724818,7.7
AUJTUCSAVRSLGN-UHFFFAOYSA-N,CC1=NN=C(C2=CC=C3C(=C2)C=C(C(=O)N2CCC(NC4=CC=NC=C4Cl)CC2)N3C)S1,1.7895807121644254,61.6,,,2.601842789782098,399.8
JHFIPQZBFWLWSY-UHFFFAOYSA-N,CC1=C(OCCN2CCCCC2)C=CC(C2=CC=C3C=CN=CC3=C2)=C1N,0.9294189257142929,8.5,,,2.4183012913197452,262.0
BPRXNZZLFHXFMN-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC1=CC(OCCN3CCCCC3)=CC=C12,0.8864907251724818,7.7,,,1.7972675408307164,62.7
ZQSQLHIKXJJCON-UHFFFAOYSA-N,O=C1C2=C(C=CN1CCCN1CCCCC1)C1=C(Cl)C=CC=C1N2,1.5092025223311027,32.3,,,2.2487087356009177,177.3
KTIAGYROEXBAQY-UHFFFAOYSA-N,CN1C=CC2=C(NC3=NC(OCCN4CCCCC4)=NC=C32)C1=O,0.1760912590556812,1.5,,,1.484299839346786,30.5
MAMSARVNSUGMRY-UHFFFAOYSA-N,CC1=NN=C(C2=CC3=C(C(=O)NC4CCN(C5=CC=NC=C5Cl)CC4)C=NN3C=C2)S1,2.2474822606770544,176.8,,,2.794627444664508,623.2
USRTXIPRFZVCQF-UHFFFAOYSA-N,COC1=C(C2=CC(F)=C(OCCN3CCOCC3)C=C2F)C=C2C=NC=CC2=C1C,2.374381698050882,236.8,,,2.8903092168999485,776.8
KZKSLUFAYAXDJU-UHFFFAOYSA-N,CC(=O)N1CCC(OC2CCN(C(=O)C3=C(C4=CC=C5N=CSC5=C4)C=NN3)CC2)CC1,0.8325089127062363,6.8,,,1.8959747323590648,78.7
HBVUUSSIWHEFLE-UHFFFAOYSA-N,ClC1=CC=C(N2CCN(CC3=C(C4=CC=C5N=CSC5=C4)C=NN3)CC2)N=C1,1.8325089127062364,68.0,,,2.6161603128475828,413.2
RJXWJVSTSXTTOP-UHFFFAOYSA-N,FC1=CC=CC(C2=CC=NC(NC3=CC=C(CN4CCOCC4)C=N3)=N2)=C1,1.5987905067631152,39.7,,,3.0423392045635507,1102.4
PHEHTXVSVUWWEY-UHFFFAOYSA-N,COC1=CC=C(NC2=NC=CC(NCCC3=CC=NC=C3)=N2)C=C1,2.020361282647708,104.8,,,3.0662513619689618,1164.8
DFIIHPZEHXTKPQ-UHFFFAOYSA-N,OC1=CC=CC(C2=CC=C3C=CN=CC3=C2)=C1,1.9938769149412112,98.6,,,3.1564582852404564,1433.7
JGLRKXQCILBTFY-UHFFFAOYSA-N,CC(C)NCCOC1=CC=C(C2=CC3=CN=CC=C3C=N2)C=C1,0.414973347970818,2.6,,,3.1836683573600197,1526.4
CTRZIDKVXHKVLM-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CCC(OC2=CC=C(C(F)(F)F)N=C2)CC1,0.5440680443502757,3.5,,,1.8195439355418688,66.0
DUVKKDLDNOTDSF-UHFFFAOYSA-N,C1=CC2=CC=NN2C(C2=CC=C(OCCN3CCCCC3)C=C2)=C1,0.6627578316815741,4.6,,,3.3197720914263633,2088.2
JZFBKIIHLANOCH-UHFFFAOYSA-N,CN(C1=CC=CC2=C1N=CN2C)C1CCN(C(=O)C2=C(C3=CC=CC=C3)C=NN2)CC1,1.952792443044092,89.7,,,3.729286310324604,5361.5
VFBGXTUGODTSPK-BAQGIRSFSA-N,O=C1NC2=CC=C3N=CSC3=C2/C1=C/C1=CNC=N1,1.7363965022766426,54.5,,,3.042181594515766,1102.0
FUQSEGFMVRKTKO-UHFFFAOYSA-N,CN1C=CC2=C(NC3=C(C#CCC4CNC4)C(F)=CC=C32)C1=O,0.2304489213782739,1.7,,,1.7788744720027396,60.1
CAGWRBMDSSTLNA-UHFFFAOYSA-N,NC(=O)CC1=CC=CC(NC2=CC=CC(C3=CN=CS3)=N2)=N1,1.0791812460476249,12.0,,,2.6103407114521566,407.7
IWLBXZSMLRZUBD-UHFFFAOYSA-N,C1=NC2=CC=C(C3=CNN=C3CN3CCC(C4=CN=NC(C5CC5)=C4)CC3)C=C2S1,1.8959747323590648,78.7,,,2.770852011642144,590.0
JTIIBSRZDREQEA-OEWRPIJISA-N,CNC1=CC(N2C[C@@H]3[C@H](C2)[C@H]3NC(=O)C2=CC3=CC(C4=NN=C(C)S4)=CC=C3N2C)=CC=N1,1.0606978403536116,11.5,,,2.116275587580544,130.7
KPNXNNNWMZMMFK-HSZRJFAPSA-N,CC1=NN=C(C2=CC3=CC(C(=O)N4CC[C@@]5(CCN(C6=CC=NC=C6)C5)C4)=NN3C=C2)S1,0.0791812460476248,1.2,,,-0.6989700043360187,0.2
MPJNNYOMMHVWLZ-UHFFFAOYSA-N,O=C(C1=C(C2=CC=C3OC(F)(F)OC3=C2)C=NN1)N1CCC(OC2=CN=CC(Cl)=C2)CC1,2.180125875164054,151.4,,,2.6240757311456826,420.8
CSIXRKXCSAIRQI-UHFFFAOYSA-N,COC1CCN(CCOC2=CC=C(C3=CN(C)C(=O)C4=C3C(Cl)=CN4)C=C2)CC1,1.0128372247051722,10.3,,,2.0681858617461617,117.0
KGAFEPRRGWQCLN-UHFFFAOYSA-N,C1=CC(OCCN2CCCCC2)=CC(C2=CC=C3C=NC=CC3=C2)=C1,1.9763499790032737,94.7,,,3.2850845033352187,1927.9
CYBPOKZKIBXNHC-UHFFFAOYSA-N,CC1=NC(C2=CC(Br)=C(N)C3=CN=CC=C23)=CC=C1OCCN1CCCCC1,0.9542425094393248,9.0,,,2.456973013635818,286.4
BZSNCBREOUIRNH-UHFFFAOYSA-N,COC1=CC2=C(C=C1C1=NNC(C(=O)N3CCC(OC4=CC=C(Cl)C=C4)CC3)=C1)N=CO2,0.7634279935629372,5.8,,,2.218010042984363,165.2
IZHKPTOLVCGVDH-UHFFFAOYSA-N,O=C(NC1CCN(C2=CC=NC=C2Cl)CC1)C1=C2C=CC=CC2=NN1,1.3364597338485296,21.7,,,2.144262773761991,139.4
WMGKOOMZLIYZEM-UHFFFAOYSA-N,CC1=NN2C=C(C3=CC=C(OCCN4CCCCC4)C=C3)C=C(C)C2=N1,1.167317334748176,14.7,,,1.6618126855372612,45.9
KQAQVOCOAUGWHQ-YCMKEVRSSA-N,C[C@@H](COC1=CC=C(C2=CN3N=CC(C#N)=C3N=C2)C=C1F)N1CC2CCC(C1)O2,2.690373306916059,490.2,,,3.361614527024846,2299.4
ZQPJRDALGBKRNL-UHFFFAOYSA-N,NC(=O)CC1=CC(NC2=NC=CC(C3=CC=CN=C3)=N2)=CC=N1,1.3747483460101038,23.7,,,2.518382315545344,329.9
WFPGYYGIJYTEDB-AWEZNQCLSA-N,CC1=CN(C)C(=O)C2=C1C1=CC=C(OC[C@H](C)N3CCOCC3)C=C1N2,1.8007170782823851,63.2,,,3.797274467322242,6270.1
UXUNFLOCFOAVAU-UHFFFAOYSA-N,CN1C=CC2=C(NC3=CC(OCCN4CC5(COC5)C4)=CC(F)=C32)C1=O,0.5440680443502757,3.5,,,1.1205739312058498,13.2
QGPCCEFXWARGPU-CQSZACIVSA-N,CC1=C2C=CN=CC2=CC2=C1N(C)C1=CC=C(C(=O)N[C@H](C)CN(C)C)C=C21,1.4502491083193612,28.2,,,3.1464381352857744,1401.0
PFGRORNFFFCZKP-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CCN(C2=CC=C(Cl)C=C2)CC1,1.5211380837040362,33.2,,,2.79000352039049,616.6
IOZAGCKJEUHYIL-UHFFFAOYSA-N,O=C1C2=C(C=CN1CCCN1CCCCC1)C1=CC=CC(C(F)(F)F)=C1N2,0.9822712330395684,9.6,,,2.5385737338068557,345.6
WTSBHMIKBBLXTQ-UHFFFAOYSA-N,CC1=C(OCCN2CCCCC2)C=CC(C2=CC(C)=C3C=CN=CC3=C2)=C1N,1.3053513694466237,20.2,,,2.5420781463356255,348.4
NCCACLVUWYYJLP-UHFFFAOYSA-N,O=C(C1=C(C2=CC=C3OC=NC3=C2)C=NN1)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.290034611362518,19.5,,,2.9280884596649708,847.4
YWXGSOZZAADWCI-UHFFFAOYSA-N,COCC1CN(CC2=CC=C(N3CC4CC(C3)N4C(=O)C3=CN(C)C4=CC=CC=C34)C=C2)C1,1.9982593384236984,99.6,,,2.4652340949880145,291.9
SGZVDZJUCIBYGU-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CCN(CC2=CC=C(Cl)C=N2)CC1,1.0718820073061257,11.8,,,2.6014080605346837,399.4
ZFCIKTKGGGZGPX-UHFFFAOYSA-N,CC1=CN(C)C(=O)C2=C1C1=CC=C(OC3CC(C)(C)NC(C)(C)C3)C=C1N2,0.9731278535996988,9.4,,,1.9068735347220704,80.7
YAQBKOPQSDDMFL-INIZCTEOSA-N,CC1=C(N)C(C2=CC=C(OC[C@H](C)N3CCCC3)C=C2)=CC2=CN=CC=C12,1.4517864355242902,28.3,,,2.128722284338427,134.5
WPTNQIUIOUZAKM-UHFFFAOYSA-N,CN1CCN=C1COC1=CC=C2C(=C1)C1=NC3=CN=CC=C3N=C1N2C,1.0863598306747482,12.2,,,2.66228551572213,459.5
IQLKMMVIPAODNH-UHFFFAOYSA-N,CN1C2=CC(Cl)=CC=C2C2=CC(=O)N(CCCN3CCCCC3)N=C21,0.9777236052888476,9.5,,,2.4605971888976015,288.8
KZESQIUEQIRIQO-YEZVWNJWSA-N,CN1C=C2C=C(O[C@@H]3[C@@H]4CC[C@H]3CN(CC3=C5N=CC=CC5=NN3)C4)C=CC2=N1,1.795184589682424,62.4,,,2.570893036218392,372.3
BSNMSNSFHNRCDM-UHFFFAOYSA-N,O=C(C1=C(C2=CC=C3N=CSC3=C2)C=NN1)N1CCN(CC2=CN=CC(Cl)=C2)C2(CC2)C1,2.077731179652392,119.6,,,2.6768764319731373,475.2
WHAFBGGKGIEZBV-SEDYWJOHSA-N,CNC(=O)/C=C/C1=CC=C(C2=CN=C(N(C)[C@@H]3C[C@H]4CC[C@@H](C3)N4)N=N2)C(O)=C1,0.4471580313422192,2.8,,,1.390935107103379,24.6
GOJNNDADFGNOMI-UHFFFAOYSA-N,C1=CN=CC(C2=CC=CC(NC3=CC=CC(OC4CNC4)=N3)=N2)=C1,1.146128035678238,14.0,,,2.6384892569546374,435.0
CNHPJPKZICRHJA-NXCRSVRDSA-N,FC1=CC=C(O[C@@H]2[C@@H]3CC[C@H]2CN(CC2=C4N=CC=CC4=NN2)C3)C(F)=C1,1.846955325019824,70.3,,,2.7895807121644256,616.0
KCOFMMPAGOTUHY-UHFFFAOYSA-N,ClC1=CC=CC(C2=CC=NC(NC3=CC=C(CN4CCOCC4)C=C3)=N2)=C1,1.7678976160180906,58.6,,,3.227398169873655,1688.1
XHAJSYWOUOYNFX-UHFFFAOYSA-N,CNC1=C(C2=CC=C(C3=CNN=C3)C=C2)C=C2C=NC=CC2=C1C,1.792391689498254,62.0,,,2.737272176535543,546.1
QOOJZLFNINCFIS-UHFFFAOYSA-N,CCN(C)CCOC1=CC=C(C2=CC3=CN=CC=C3C(C)=C2N)C=C1C(F)(F)F,1.8668778143374989,73.6,,,2.4446692309385245,278.4
JQTSIBZBYQICBM-UHFFFAOYSA-N,COC1=CC=C(C2=NC3=CN(CCN4CCCCC4)C=CC3=N2)C=C1,1.5831987739686226,38.3,,,1.505149978319906,32.0
VFHIHKYCJOTHDV-UHFFFAOYSA-N,COC1=NC(C2=CC=C(OCCN3CCCCC3)C=C2)=CN2C=NN=C12,-1.0,0.1,,,1.787460474518415,61.3
SUDYJIFLXUBKGG-UHFFFAOYSA-N,COC1=CC=C(C2=NN3C(N)=CC(C4=CC=CC=C4)=NC3=C2)C=C1,2.969462507974637,932.1,,,2.4112829130173843,257.8
YRPMPZCLJNOXML-UHFFFAOYSA-N,CC1=C(C2=CC=C(OCCN3CCCCC3)C=C2)C=C2C=NC=CC2=C1N,1.089905111439398,12.3,,,2.684665864025861,483.8
YSQRXADCHSAARQ-UHFFFAOYSA-N,C1=CC=C(N2C=C(NC3=CC=C(OCCCN4CCCC4)C=C3)C=N2)N=C1,1.276461804173244,18.9,,,1.9689496809813425,93.1
FGVLQUWYHYQSTA-UHFFFAOYSA-N,CN1C2=CC=C(OCCCN3CCCC3)C=C2C2=NC3=CN=CC=C3N=C21,1.0934216851622351,12.4,,,2.8202671571609645,661.1
MXEVAJAHEZWMFR-UHFFFAOYSA-N,COC(C)(C)CNC(=O)C1=CC=C2C(=C1)C1=CC3=CN=CC=C3C(C)=C1N2C,2.006893707947901,101.6,,,3.2052043639481447,1604.0
BRQYXVJKLRKKGK-UHFFFAOYSA-N,COC1=CC=C(NC2=CC=NC(N(CCC3=CC=NC=C3)C3CC3)=N2)C=C1,2.455910240382743,285.7,,,3.3801207542684404,2399.5
LFWXZZGONGCFSR-UHFFFAOYSA-N,CC(C)CN1C=CC2=C(NC3=CC(OCCN4CCCCC4)=CC=C32)C1=O,1.0170333392987805,10.4,,,1.7972675408307164,62.7
UTENOIMXFLVESY-UHFFFAOYSA-N,CN1C2=CC(OCCN3CCCCC3)=NC=C2C2=C1C(=O)NC=C2,0.3979400086720376,2.5,,,1.9849771264154936,96.6
UZUVNDQLKFRQLM-UHFFFAOYSA-N,O=C(C1=C(C2=CC=CC=C2)C=NN1)N1CCC(OC2=CC=C(Cl)N=C2)CC1,1.271841606536499,18.7,,,2.756560043006683,570.9
ZIMKWUVMYDSUJV-UHFFFAOYSA-N,O=C(C1=C(C2=CC=CC=C2)C=NN1)N1CCC(OC2=CC=C(CO)C=C2)CC1,1.4517864355242902,28.3,,,2.6424645202421213,439.0
LPRVBHZQHHGLGT-UHFFFAOYSA-N,CNC(=O)COC1=CN(C2=CC=C3C=CN=CC3=C2)N=C1,0.919078092376074,8.3,,,2.486005186362242,306.2
MYAHXELJIDISKN-UHFFFAOYSA-N,CC1=C(C(F)(F)F)C(C(=O)N2CCC(N3C=NC4=CC(Cl)=CC=C43)CC2)=NN1,0.9822712330395684,9.6,,,1.8369567370595503,68.7
XCWNOLYWWKQCDE-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CCC(OC2=CC=C(C(F)F)C=C2)CC1,1.1643528557844371,14.6,,,2.380211241711606,240.0
ODIMWTPBFJZALL-HNNXBMFYSA-N,COCCN[C@@H](C)COC1=CC=C2C(=C1)C1=CC3=CN=CC=C3C(C)=C1N2C,1.2329961103921538,17.1,,,2.3783979009481375,239.0
DOFDRRWFXGGPTC-UHFFFAOYSA-N,CCOC1=CN=C2C(=C1)NC1=C2C=CN(CCCN2CCCCC2)C1=O,0.7075701760979364,5.1,,,1.675778341674085,47.4
MHDTXDADSBJJFI-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C1=C(N2)C(=O)N(CCCN2CCCCC2)C=N1,0.1760912590556812,1.5,,,1.7160033436347992,52.0
GOVXCRAGSORIRW-UHFFFAOYSA-N,COC1CN(CC2=CC=C(N3CCC(CN4C(=O)N(C)C5=CC=CC=C54)CC3)C=C2)C1,2.0,100.0,,,3.092439911331142,1237.2
RADFYGLLHNAPEH-UHFFFAOYSA-N,COC1=CN=CC(C2=CN(C)C3=CC=C(OCC4CNC4)C=C23)=C1,1.2833012287035497,19.2,,,2.5174598265402324,329.2
UHNITIZCLJGECG-UHFFFAOYSA-N,CC(=O)NC1=CC=CC(NC2=CC(C3=CC=CN=C3)=CC=N2)=N1,1.5563025007672873,36.0,,,2.4727564493172123,297.0
XUQBTQZXRMHHFT-UHFFFAOYSA-N,CCC1=CN=CC(C2CCN(CC3=C(C4=CC=C5N=CSC5=C4)C=NN3)CC2)=N1,2.452246574520437,283.3,,,3.3931714288368897,2472.7
ZJZCGGNUYGEJAZ-UHFFFAOYSA-N,COC1=CC=C(NC2=NC(C3=CC=C(F)C=C3)=CS2)C=C1,2.5748411950633847,375.7,,,3.2065020575886853,1608.8
CNFLFXVQONLTLY-DZFIZOCASA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C(=O)C3=C(C4=CC=C5N=CSC5=C4)C=NN3)CC1)C2,0.0791812460476248,1.2,,,1.857935264719429,72.1
XXHZOCYYFOYAFO-UHFFFAOYSA-N,C#CC1=C2C=CC(C3=CC=C(OCCN4CCCCC4)C=C3)=CN2N=C1,1.252853030979893,17.9,,,2.2022157758011316,159.3
GTYDOJHYZOJRHD-FQEVSTJZSA-N,CN1C=CC2=C(NC3=CC(OCCN4CCC[C@](C)(O)C4)=CC=C32)C1=O,0.8450980400142568,7.0,,,1.7226339225338123,52.8
FMRAYEWZHZCFMS-UHFFFAOYSA-N,O=C1C2=C(N=CN1CCN1CCCCC1)C(C1=CC=CN=C1)=CN2,1.7723217067229198,59.2,,,3.321474151030556,2096.4
UXGBWRDRCCALRN-ZDUSSCGKSA-N,C[C@H](N)COC1=CC=C(C2=CC=C3C=NC=CC3=C2)C=C1,1.670245853074124,46.8,,,2.3550682063488506,226.5
XAQAMWQEZVQTEE-XAYKYTGQSA-N,ClC1=CN=CC(O[C@@H]2C[C@@H]3CC[C@H]2CN3CC2=C3N=CC=CC3=NN2)=C1,1.6739419986340878,47.2,,,3.032175376961363,1076.9
DANOYGGOPMKKQN-UHFFFAOYSA-N,CN1C2=CC=C(OCC(N)=O)C=C2C2=CC(C3=CC=CC=C3)=CC=C21,1.8898617212581883,77.6,,,2.639187559935754,435.7
IQSXMMASRWQKKT-MRSFGVLCSA-N,CC1=CC=CC2=C1C(CN1C[C@H]3CC[C@@H](C1)[C@@H]3OC1=CN=CC(C3CC3)=C1)=NN2,1.3242824552976926,21.1,,,2.5016069224188295,317.4
DHWUETWNRHHUSA-UHFFFAOYSA-N,CC1=CN(C)C(=O)C2=C1C1=NC=C(OCCN3CCOCC3)C=C1N2,0.5797835966168101,3.8,,,1.7611758131557314,57.7
ZFBQHCXFIFKMQN-UHFFFAOYSA-N,N#CC1=CC(C2=CC=C(OCCN3CCCCC3)C=C2)=CC2=CN=NC=C12,0.7323937598229685,5.4,,,2.894426837964188,784.2
PXFBJADTMSXXPX-UHFFFAOYSA-N,COC(=O)C1=C(N(C)C)C=NN1,0.9138138523837168,8.2,,,1.5843312243675307,38.4
NAJFDFKLIKUWRO-UHFFFAOYSA-N,NC(=O)CN1C=CC(NC2=CC=CC(C3=CC=CN=C3)=N2)=N1,0.7403626894942439,5.5,,,1.9493900066449128,89.0
TWTDPDLXJXLRMC-UHFFFAOYSA-N,FC1=CC=CC(C2=CC=NC(NC3=CC=CC(CN4CCOCC4)=C3)=N2)=C1,1.850033257689769,70.8,,,3.602211967802297,4001.4
MZMOLJPUGMHAKJ-DPIQGUFMSA-N,ClC1=CN=CC(O[C@@H]2[C@@H]3CC[C@H]2CN(CC2=C4C=NC=NC4=NN2)C3)=C1,1.7032913781186614,50.5,,,2.7046651854545294,506.6
XFGNABSFZUSRBA-UHFFFAOYSA-N,COC1=CC=C2C(=C1)NC1=C2C(C2=CCN(C)CC2)=CN(C)C1=O,1.1335389083702174,13.6,,,2.139249217571607,137.8
DUOICRXRTOSTJD-UHFFFAOYSA-N,CC1=C2N=CC(C3=CC=C(OCCN4CCCCC4)C=C3)=CN2N=C1,0.5797835966168101,3.8,,,1.967547976218862,92.8
YDLSXZPCTFVRRT-ZSHCYNCHSA-N,C1=CN(C2=CC=C3C(=C2)OCC2=NC(N[C@H]4C[C@H]5CC[C@@H](C4)N5)=CC=C32)N=C1,0.3222192947339193,2.1,,,1.3820170425748683,24.1
UWHSIKLLLGHDSK-UHFFFAOYSA-N,CC1=CC=CC(NC2=CC=CC(OCCN3CCCCC3)=C2)=C1,1.230448921378274,17.0,,,2.0622058088197126,115.4
KEPSEDNPNFETPG-GFCCVEGCSA-N,CN1CCC[C@@H](CN2N=C3C(=CC2=O)C2=CC=C(Cl)C=C2N3C)C1,0.8692317197309762,7.4,,,1.944975908412048,88.1
LBVXDVBBOJGYLO-GOSISDBHSA-N,COC1=CN=CC=C1N1CCC[C@@H](NC(=O)C2=CC3=CC(C4=NN=C(C)S4)=CN=C3N2C)CC1,1.6374897295125106,43.4,,,2.06595298031387,116.4
WQPAJFLMRBNTAL-CQSZACIVSA-N,COC1=CC=C2NC3=C(N=CN(CC[C@@H](C)N4CCCCC4)C3=O)C2=C1,1.1760912590556811,15.0,,,2.201123897207379,158.9
ZMQDUBKMWOHNGO-UHFFFAOYSA-N,CN1CCN(C2=CC=C(NC3=NC=CC(C4=CC(F)=CC(N5CCOCC5)=C4)=N3)C=C2)CC1,1.1398790864012365,13.8,,,3.052655473039527,1128.9
FLCPLTXTBJMCGV-UHFFFAOYSA-N,O=C(C1=C2C=C(C3=NC=CC=N3)C=CC2=NN1)N1CCC(OC2=CN=CC(Cl)=C2)CC1,1.60422605308447,40.2,,,3.090892625710363,1232.8
VYYAVHXSAJYXFY-UHFFFAOYSA-N,ClC1=CC(CN2CCOCC2)=CC=C1NC1=NC=CC(C2=CC=NN=C2)=N1,0.9444826721501688,8.8,,,2.3725438007590705,235.8
CUIDPHSOJUWCLT-UHFFFAOYSA-N,CN1CCC(C(F)(F)C2=CC=C(NC3=CC=CC(C4=CC=CN=C4)=N3)C=C2)CC1,1.9818186071706636,95.9,,,3.1245368283012773,1332.1
JMOUBJSWODWHST-UHFFFAOYSA-N,FC1=CC(OCCN2CCCC2)=CC=C1C1=CC=C2C=CN=CC2=C1,0.7323937598229685,5.4,,,2.930949031167523,853.0
VAFGGXBJKVZWEA-UHFFFAOYSA-N,CC1=NN=C(C2=CN=C3C(=C2)C=C(C(=O)NC2CCN(C4=CC=NC=C4F)CC2)N3C)S1,1.334453751150931,21.6,,,1.5921767573958667,39.1
YYYAKWSFPAMCRS-FICVDOATSA-N,ClC1=CN=CC(O[C@H]2C[C@H]3CC[C@@H](C2)N3CC2=C3N=CC=CC3=NN2)=C1,1.0043213737826426,10.1,,,2.3422252293607904,219.9
ZEPOJDHJIMYPFN-UHFFFAOYSA-N,FC1(F)CCN(CC2=CC=C(NC3=CC=CC(C4=CC=CN=C4)=N3)N=C2)CC1,2.143327129992046,139.1,,,3.091315159697223,1234.0
BEYMJYYWXHLCNP-FXAWDEMLSA-N,CC1=C(N)C(C2=CC=C(OCCN3C[C@H]4CC[C@@H]3C4)C=C2)=CC2=CN=CC=C12,1.3304137733491908,21.4,,,2.092369699629121,123.7
MHDTXDADSBJJFI-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C1=C(N2)C(=O)N(CCCN2CCCCC2)C=N1,0.1760912590556812,1.5,,,1.7160033436347992,52.0
QKIROBMVTXCVLU-UHFFFAOYSA-N,CC1=CN(C)C(=O)C2=C1C1=CC=C(N(C)CCN3CCOCC3)C=C1N2,1.4727564493172125,29.7,,,2.481729196960016,303.2
XBQZVNRLTOAKBD-UHFFFAOYSA-N,CC1=CN=CC=C1N1CCC(NC(=O)C2=NN3C=CC(C4=CC=CN=N4)=CC3=C2)CC1,0.8195439355418687,6.6,,,1.3304137733491908,21.4
DINDPLMBOYRYPT-LBPRGKRZSA-N,CC1=C2C=CN=CC2=CC2=C1N(C)C1=CC=C(C(=O)N[C@@H](C)CN)C=C21,1.4456042032735976,27.9,,,2.3900514964589874,245.5
SEDAHPDVJSOEOX-YVWYUNDQSA-N,O=CC1=CN=CC(O[C@@H]2[C@@H]3CC[C@H]2CN(CC2=C4N=CC=CC4=NN2)C3)=C1,2.727134423760489,533.5,,,3.1749896504073343,1496.2
VQLVVSDISLZORR-UHFFFAOYSA-N,C1=CC(C2=CSC3=CN=CN23)=CC=C1OCCN1CCOCC1,0.9822712330395684,9.6,,,2.133858125203335,136.1
KHPHJPAUVNNNRV-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CCC(OC2=CC=C(Cl)N=C2)CC1,0.5563025007672873,3.6,,,2.141763230275788,138.6
UQEOVFNPCCPLJX-UHFFFAOYSA-N,O=C(C1=C2C=CC=CC2=NN1)N1CC2CC(C1)N2CC1=CC=C(Cl)C=C1,1.8808135922807911,76.0,,,3.1481088577296967,1406.4
SXRDAYRXTWBMBQ-UHFFFAOYSA-N,N#CC1=CC=CC(C2=CC=NC(NC3=CC=CC(CC(N)=O)=C3)=N2)=C1,1.951823035315912,89.5,,,3.307923703611882,2032.0
ICXWEDYAKJKPDB-LBPRGKRZSA-N,CN1C=C(Cl)C2=C(NC3=CC(OCCN4CCC[C@H](O)C4)=CC=C32)C1=O,0.7481880270062004,5.6,,,1.7226339225338123,52.8
UYQYKOXHUBEGGR-UHFFFAOYSA-N,O=C(C1=C2N=CC=CC2=NN1)N1CCN(C2=CC=C(Cl)C=N2)CC1,-0.2218487496163564,0.6,,,1.8444771757456817,69.9
ZTIQKZQIXSFYFL-KRWDZBQOSA-N,CC1=NN=C(C2=CC3=CC(C(=O)N[C@H]4CCC5(C4)CN(C4=CC=NC=C4)C5)=NN3C=C2)S1,1.3031960574204888,20.1,,,0.5314789170422551,3.4
